x,y,z
0.6666666666666667,0.34782608695652173,0.08516501960372747
0.1014492753623188,0.5362318840579711,0.011484698894561112
0.9710144927536233,0.5942028985507246,0.003115754020154772
0.6521739130434783,0.5797101449275363,0.08462253551974144
0.36231884057971014,0.8405797101449276,0.011854164048744491
0.6811594202898551,0.855072463768116,0.006406851733291692
0.5942028985507246,0.5217391304347826,0.08538557446299554
0.6231884057971016,0.2608695652173913,0.09132259337718168
0.5217391304347827,0.2753623188405797,0.08144838474187305
0.4202898550724638,0.0144927536231884,0.003108436404348428
0.5797101449275364,0.9565217391304348,0.0020289534006307135
0.7971014492753624,0.6666666666666666,0.02313334297590954
0.5362318840579711,0.7101449275362318,0.06983849818420533
0.391304347826087,0.5507246376811594,0.08549741934204948
0.6956521739130436,0.4492753623188406,0.08782276163177902
0.7681159420289855,0.6086956521739131,0.044565001768586986
0.8695652173913043,0.4202898550724638,0.023508932282695506
0.1449275362318841,0.5942028985507246,0.023777241191723485
0.7246376811594203,0.6811594202898551,0.09161520160573271
0.5652173913043479,0.13043478260869568,0.018647171519231665
0.11594202898550725,0.4347826086956522,0.014593038072235276
0.6231884057971016,0.6086956521739131,0.08823725371626949
0.31884057971014496,0.6231884057971014,0.07996737486175128
0.9855072463768116,0.17391304347826086,0.0008207221489298519
0.8260869565217391,0.17391304347826086,0.005517395799796013
0.8405797101449276,0.463768115942029,0.07539622357657397
0.9710144927536233,0.11594202898550726,0.0005803404602837243
0.391304347826087,0.0579710144927536,0.005891772248334906
0.8695652173913043,0.3333333333333333,0.011855855959366984
0.15942028985507248,1.0,0.0002690517906343412
0.9420289855072465,0.3333333333333333,0.004243731364496654
0.2753623188405797,0.10144927536231886,0.005270674346612447
0.7536231884057971,0.6666666666666666,0.04762975736350501
0.391304347826087,0.13043478260869568,0.024431828211994685
0.5072463768115942,0.2173913043478261,0.0740940256042506
0.6086956521739131,0.14492753623188406,0.020319264461162907
0.2463768115942029,0.0434782608695652,0.0019320570887260472
0.8115942028985507,0.11594202898550726,0.0032000904180463784
0.6956521739130436,0.5942028985507246,0.07775603776442573
0.9855072463768116,0.2608695652173913,0.0015405692012377876
0.7246376811594203,0.4927536231884058,0.09408204174760423
0.5942028985507246,0.3333333333333333,0.08671151956092488
0.9855072463768116,0.8115942028985508,0.0005893262846703859
0.6956521739130436,0.2898550724637681,0.11276666113692707
0.40579710144927533,0.8405797101449276,0.016086624984193224
0.26086956521739135,0.5797101449275363,0.1312895749922258
0.4782608695652174,0.7536231884057971,0.09298636661390024
0.3478260869565218,1.0,0.0008831520652191314
0.33333333333333337,0.34782608695652173,0.08518615960318293
0.40579710144927533,0.9565217391304348,0.0020613546509641537
0.1449275362318841,0.20289855072463767,0.005155234679489999
0.4927536231884058,0.5507246376811594,0.08544143642715017
0.8840579710144928,0.855072463768116,0.0011730479848268284
0.9565217391304348,0.6086956521739131,0.0035614062955431174
0.463768115942029,0.31884057971014496,0.08668987813047548
0.6376811594202899,0.8695652173913044,0.006264147434142744
0.07246376811594205,0.0434782608695652,0.0004242713660563547
