x,y,z
0.07246376811594199,0.5652173913043479,0.6685300047763527
0.463768115942029,0.014492753623188382,0.1415711351387997
0.2753623188405797,0.5652173913043479,0.37947945966190677
0.1739130434782609,0.7681159420289856,0.41511099970903276
0.391304347826087,0.8115942028985508,0.34578116361609085
0.30434782608695654,0.014492753623188382,0.24909958209979566
0.08695652173913046,0.9565217391304348,0.3096053076665213
0.37681159420289856,1.0,0.3967898017417023
0.6376811594202898,0.2898550724637681,0.49212041122404304
0.2028985507246377,0.9565217391304348,0.27487803770512675
0.463768115942029,0.44927536231884063,0.5862747252319186
0.5507246376811594,0.15942028985507245,0.4350925121976571
0.6086956521739131,0.33333333333333337,0.5333455136164569
0.2608695652173913,0.37681159420289856,0.7007615898861704
0.536231884057971,0.5652173913043479,0.5021430946031322
0.3478260869565218,0.6231884057971014,0.5558188976674266
0.0,0.4927536231884059,0.23623452383074853
0.5652173913043479,0.5217391304347826,0.7925527418751622
0.15942028985507245,0.1739130434782609,0.6347093231101779
0.9565217391304348,0.855072463768116,0.32081576776760606
0.6811594202898551,0.9130434782608695,0.6141606925687186
0.08695652173913046,0.5072463768115942,0.5458501911672006
0.2898550724637681,0.5942028985507247,0.37776639697982684
0.13043478260869565,0.42028985507246375,0.6186586359233576
0.1739130434782609,0.8115942028985508,0.4025430320080869
0.24637681159420294,0.1884057971014493,0.6534240502191396
0.8840579710144928,0.7681159420289856,0.43030735318774943
0.15942028985507245,0.8260869565217392,0.4182930593219791
0.4927536231884059,0.8260869565217392,0.310212341815187
0.5072463768115942,0.5072463768115942,0.6152318170076669
0.6956521739130436,0.9130434782608695,0.5852871907294909
0.3478260869565218,0.6666666666666667,0.7582273380091981
0.0,0.5942028985507247,0.20221995606598026
0.11594202898550723,0.463768115942029,0.8041185402636483
0.15942028985507245,0.24637681159420294,0.7551364087067854
0.8260869565217392,0.7101449275362319,0.5942650417792391
0.36231884057971014,0.33333333333333337,0.6979479206064564
0.3188405797101449,0.24637681159420294,0.6139602817222992
0.7681159420289856,0.44927536231884063,0.6507741535669066
0.1449275362318841,0.5797101449275363,0.43321822694836976
0.42028985507246375,0.463768115942029,0.7218119312204627
0.8115942028985508,0.8115942028985508,0.4862904521245754
0.7391304347826086,0.5072463768115942,0.5784264685833223
0.7681159420289856,0.13043478260869565,0.6864912327022147
1.0,0.9420289855072465,0.052995167389817556
0.6231884057971014,0.9420289855072465,0.499345309483891
0.6086956521739131,0.04347826086956523,0.3191317633563275
0.37681159420289856,0.7101449275362319,0.5429475781535746
0.8115942028985508,0.6086956521739131,0.619205479130549
0.014492753623188382,0.04347826086956523,0.23114156638239264
0.15942028985507245,0.6811594202898551,0.5887722678052486
0.9420289855072465,0.11594202898550723,0.2871749275977283
0.8695652173913043,0.6231884057971014,0.7253759400343316
0.11594202898550723,0.6231884057971014,0.5229219112486269
0.3478260869565218,0.37681159420289856,0.6844151770074752
0.5942028985507247,0.6231884057971014,0.5071938762063671
0.9855072463768118,0.7391304347826086,0.18111349336888521
0.855072463768116,0.1884057971014493,0.5958172190875978
0.8840579710144928,0.05797101449275362,0.3758940476830355
0.8260869565217392,0.9420289855072465,0.29411476608240456
0.7391304347826086,0.30434782608695654,0.7457295653861843
0.8405797101449275,0.2608695652173913,0.7915217584104278
0.6376811594202898,0.1449275362318841,0.5250107765050164
0.1884057971014493,0.7246376811594203,0.42542916621747956
0.3478260869565218,0.9420289855072465,0.3568992394993696
0.5942028985507247,0.7536231884057971,0.3766370222439107
0.2608695652173913,0.36231884057971014,0.70708580331071
0.07246376811594199,0.463768115942029,0.8926775707902046
0.391304347826087,0.3478260869565218,0.7046846587614116
0.782608695652174,0.02898550724637685,0.369169465769899
0.463768115942029,0.1449275362318841,0.5607365854354691
