"nums","errors"
50,0.23600284976731
51,0.235138579523558
52,0.235514154440949
53,0.234901634646092
54,0.232370006522806
55,0.233717263785415
56,0.233219931108942
57,0.227948660381045
58,0.23124628417344
59,0.227728547039423
60,0.218190801445047
61,0.211215722482325
62,0.180715310325356
63,0.179574751553828
64,0.191188234990046
65,0.191324772182766
66,0.178178018356153
67,0.181015981987672
68,0.218859482624886
69,0.216588672056854
70,0.170871638362295
71,0.167875115992607
72,0.212600907043088
73,0.169182465254542
74,0.212954765698191
75,0.211835156738864
76,0.211999134136136
77,0.21090595519542
78,0.165411253744971
79,0.217159589299986
80,0.213715845668337
81,0.211549440311292
82,0.166271438348191
83,0.165953765605961
84,0.166299913157666
85,0.165755640470952
86,0.165576336781094
87,0.16571229924045
88,0.164767999439266
89,0.163351994996816
90,0.160586390841443
91,0.159063715576126
92,0.155095875824823
93,0.153943865597842
94,0.154006517825949
95,0.146641354048997
96,0.146878883042707
97,0.146152855569254
98,0.145751559115666
99,0.145681330513989
100,0.14521667479835
101,0.145342906249322
102,0.142763993208186
103,0.141256489448352
104,0.141411993317016
105,0.139427238187489
106,0.138527326814722
107,0.137892750034616
108,0.137936667551159
109,0.137614518601991
110,0.132474837116275
111,0.130698867690518
112,0.126483043102276
113,0.126640401051004
114,0.12652215133753
115,0.127225570045689
116,0.126921117907082
117,0.126846589428774
118,0.126526431155978
119,0.125632654098461
120,0.124596519497154
121,0.12553139941053
122,0.124927922081612
123,0.123805794777058
124,0.123532278459012
125,0.12322917794864
126,0.123092376648692
127,0.122437635623651
128,0.122220360744545
129,0.123146888589575
130,0.122508170411249
131,0.122409297158203
132,0.124473755190852
133,0.1178271034934
134,0.117901141951542
135,0.118276830244937
136,0.118326976210053
137,0.119017160459876
138,0.118682869465473
139,0.117266791159308
140,0.116975243600679
141,0.114968488286489
142,0.113962577398573
143,0.113261984880857
144,0.112357880489413
145,0.112673009572666
146,0.112929835806319
147,0.110082514633608
148,0.107447959213299
149,0.107257767253634
150,0.106333087131644
151,0.106384711274993
152,0.10650052302318
153,0.106481424294727
154,0.107190166593558
155,0.104744289610719
156,0.104701758519325
157,0.104398952051554
158,0.103767177938519
159,0.101827570987188
160,0.102053325167545
161,0.102308040967106
162,0.102017888547385
163,0.101446782456898
164,0.0995254360539413
165,0.0996049609683237
166,0.0994806202332986
167,0.0968332338846088
168,0.0982376581255259
169,0.0982558402931301
170,0.0982357370196634
171,0.0975819005576319
172,0.0971967077093421
173,0.096568887192356
174,0.0962291780792876
175,0.0957998452169366
176,0.0959401801350639
177,0.0956908582005328
178,0.0955393150473374
179,0.0940329918155991
180,0.0948418320171356
181,0.094157705230804
182,0.0937564122817065
183,0.0932357927035762
184,0.0932847177970599
185,0.0932477410987906
186,0.0932013239134052
187,0.0931374642209033
188,0.0931991361309814
189,0.0909409457367753
190,0.0909393139463219
191,0.0909034740483846
192,0.0910048867570156
193,0.0912126089181459
194,0.0914938487432793
195,0.0915185059811973
196,0.0911355134781843
197,0.0915719945007829
198,0.0916634024065581
199,0.0922138608866196
200,0.0921122944838326
201,0.0913473078287481
202,0.0907545473437158
203,0.0905642038039467
204,0.0899621279177384
205,0.0889755858464158
206,0.0889250597908418
207,0.0886434642968809
208,0.0882802967122405
209,0.087722910824507
210,0.0875558749275128
211,0.0874179537626645
212,0.0875149174498201
213,0.0871642882458078
214,0.08631125828683
215,0.08641996255878
216,0.0860473931070294
217,0.0858732369222319
218,0.0857842175394243
219,0.0856340448537268
220,0.0854976964362162
221,0.0841275250177623
222,0.0840520992422028
223,0.0840420911202777
224,0.0840266820995775
225,0.0839455828395009
226,0.0833985081775754
227,0.0832057889745436
228,0.0832781073321291
229,0.0833163861956853
230,0.0825278463803637
