"nums","errors"
50,0.10621089601086
51,0.10595467870351
52,0.105905437216024
53,0.105888854745214
54,0.105789028646602
55,0.1059534046807
56,0.105867349847752
57,0.105869574127804
58,0.105838084273539
59,0.105825615400149
60,0.105778617051902
61,0.105749110245412
62,0.105807536430641
63,0.105777540160248
64,0.105713242868536
65,0.105726817124558
66,0.105712478448174
67,0.105712448391745
68,0.105713056940961
69,0.10575178588625
70,0.105740081124343
71,0.105748697590326
72,0.105858550846884
73,0.105877217301005
74,0.105910863315461
75,0.106050093048637
76,0.106458864187977
77,0.106490404538713
78,0.106690517310046
79,0.10656418758269
80,0.106404712402358
81,0.106451781050401
82,0.10633791650199
83,0.106414362976962
84,0.106405019841815
85,0.106346576454173
86,0.106517165832683
87,0.106416725636312
88,0.10643826325473
89,0.106404388586028
90,0.106399772075605
91,0.106474758785679
92,0.106454083471809
93,0.10638041353254
94,0.106397120519529
95,0.106298459350227
96,0.106331306463729
97,0.10629394744625
98,0.10627381867341
99,0.106282100201852
100,0.10632281536926
101,0.106351520128881
102,0.106335301722786
103,0.106396450459154
104,0.106392979294535
105,0.106389941680567
106,0.106429771303522
107,0.106429963789372
108,0.106636732986074
109,0.106614110247942
110,0.106605628869245
111,0.106604616255473
112,0.106598782972229
113,0.106670622680551
114,0.106639235634513
115,0.106664709404597
116,0.106664051409827
117,0.106830730244511
118,0.106775775508239
119,0.106790376544166
120,0.106767544172854
121,0.106720005108779
122,0.106727207617102
123,0.106729904876147
124,0.106823910880175
125,0.106800579902654
126,0.106797002141206
127,0.10678513605279
128,0.106780307059587
129,0.106923518847484
130,0.106930302137804
131,0.107005204197039
132,0.107045033905539
133,0.106911713940214
134,0.1068965635269
135,0.106821170559836
136,0.106832466214603
137,0.106957201096607
138,0.106924349298559
139,0.106938243905426
140,0.106872797933252
