x,y,z
0.7101449275362319,0.6231884057971014,0.4275358086107299
0.7391304347826088,0.9565217391304347,0.08268405800428191
0.4202898550724638,0.9130434782608695,0.7146594520762436
0.5507246376811594,0.15942028985507242,0.26641506961473743
0.13043478260869565,0.18840579710144925,0.5695082566917966
0.49275362318840576,0.8550724637681159,0.7999243530632383
0.463768115942029,0.463768115942029,0.4767382666294685
0.08695652173913045,0.05797101449275358,0.4003626366143452
0.9855072463768115,0.0,0.05003955679025728
0.8260869565217391,0.7681159420289855,0.3490796250055447
0.014492753623188396,0.9420289855072465,0.8698914994383449
0.6521739130434783,0.7971014492753623,0.43969248485097634
0.7971014492753623,0.6231884057971014,0.4188431559009983
0.8695652173913043,0.5797101449275363,0.48441922475933963
0.7681159420289855,0.9565217391304347,0.06799674983105787
0.07246376811594206,0.5507246376811594,0.5146049758531429
0.5507246376811594,0.5362318840579711,0.5210414623407643
0.7391304347826088,0.463768115942029,0.5247048554917694
0.17391304347826086,0.21739130434782608,0.6609118255244146
0.3768115942028985,0.8115942028985508,0.5234362293741339
0.4202898550724638,0.608695652173913,0.5450492275231018
0.24637681159420288,0.34782608695652173,0.6107479833280469
0.36231884057971014,0.6666666666666666,0.49002463805500673
0.014492753623188396,0.6666666666666666,0.6101181313018594
0.6521739130434783,0.17391304347826086,0.5679099166776945
0.15942028985507242,0.7681159420289855,0.3767526468957709
0.7391304347826088,0.6521739130434783,0.3928089063197692
0.8405797101449276,0.07246376811594206,0.7294678733191753
0.608695652173913,0.7826086956521738,0.5591005748178386
0.7101449275362319,0.14492753623188404,0.7450533871783241
0.04347826086956519,0.8985507246376812,0.7451197964755145
0.5362318840579711,0.6376811594202899,0.5907507343445129
0.7971014492753623,0.21739130434782608,0.7046143441474481
0.49275362318840576,0.7826086956521738,0.7236070009085811
0.8695652173913043,0.10144927536231885,0.5969121392357997
0.014492753623188396,0.5072463768115941,0.5045942862123289
0.3913043478260869,0.9710144927536232,0.6198318638683913
0.2898550724637681,0.608695652173913,0.43637994344681236
0.9855072463768115,0.9565217391304347,0.8887687478281331
0.13043478260869565,0.5072463768115941,0.4985968652668721
0.15942028985507242,0.3913043478260869,0.5457590882235733
0.3768115942028985,0.3768115942028985,0.4917736593191391
0.8405797101449276,0.8550724637681159,0.3237439548013645
0.9130434782608695,0.31884057971014496,0.46751786355064817
0.15942028985507242,0.17391304347826086,0.6574397121488059
0.608695652173913,0.8550724637681159,0.5792716757341273
0.7826086956521738,0.31884057971014496,0.6302139929928867
0.2753623188405797,0.6666666666666666,0.38928441998587326
0.7246376811594203,0.15942028985507242,0.7568783462656421
0.2898550724637681,0.13043478260869565,0.7588162024825512
0.6521739130434783,0.2898550724637681,0.5400248717036887
0.5652173913043478,0.5362318840579711,0.5181863790245932
0.07246376811594206,0.3043478260869565,0.44060519239692275
0.608695652173913,0.9130434782608695,0.5980650034712397
0.21739130434782608,0.9710144927536232,0.059012275412592935
0.4202898550724638,0.17391304347826086,0.3450026499848521
0.13043478260869565,1.0,0.36257819012081377
0.17391304347826086,0.08695652173913045,0.7669994120573653
0.4202898550724638,0.5507246376811594,0.5207347817937236
0.8985507246376812,0.5652173913043478,0.5032534203393992
0.5217391304347826,0.31884057971014496,0.37016464783928
0.17391304347826086,0.463768115942029,0.5183870350968585
0.681159420289855,0.6666666666666666,0.43039366576771304
0.4492753623188406,0.18840579710144925,0.291923852060328
0.4492753623188406,0.34782608695652173,0.40870388366815846
0.31884057971014496,0.07246376811594206,0.7223202785952324
0.11594202898550725,0.36231884057971014,0.5103569884053296
0.18840579710144925,0.13043478260869565,0.7628734485744633
0.8260869565217391,0.9565217391304347,0.18940506960219963
0.18840579710144925,0.49275362318840576,0.5042327511850935
0.5507246376811594,0.8115942028985508,0.7080761479396719
0.05797101449275358,0.49275362318840576,0.4971431522522951
0.8405797101449276,0.08695652173913045,0.718041936469245
0.2608695652173913,0.2753623188405797,0.6647056504295356
0.04347826086956519,0.9710144927536232,0.8154620270193953
0.3333333333333333,0.21739130434782608,0.593406266375775
0.34782608695652173,0.7101449275362319,0.4599751282963112
0.7971014492753623,0.15942028985507242,0.7595545945363706
0.47826086956521735,0.49275362318840576,0.49505331453228985
0.4057971014492754,0.07246376811594206,0.3329236928706059
0.49275362318840576,0.8985507246376812,0.8522875570928427
0.3913043478260869,0.15942028985507242,0.42503054564612347
0.5797101449275363,0.21739130434782608,0.37063175894845146
0.9130434782608695,0.8840579710144927,0.5810904689145875
0.8985507246376812,0.9855072463768115,0.5335248091220726
0.43478260869565216,0.49275362318840576,0.4963695906492835
0.5942028985507246,0.05797101449275358,0.3242885469912419
0.9130434782608695,0.3913043478260869,0.48110736667263726
0.7681159420289855,0.4202898550724638,0.5566896013607963
0.6521739130434783,0.36231884057971014,0.5252678572966376
0.9710144927536232,0.2608695652173913,0.35158408169586
0.8840579710144927,0.5362318840579711,0.4973452390821228
0.5942028985507246,0.6956521739130435,0.562363444831737
0.9710144927536232,1.0,0.9048781626994449
0.927536231884058,0.04347826086956519,0.3241123087912375
0.08695652173913045,0.43478260869565216,0.4887916552350169
0.8985507246376812,0.8115942028985508,0.5177951494700004
0.15942028985507242,1.0,0.2064331057636904
0.8985507246376812,0.3913043478260869,0.49451607897322314
0.34782608695652173,0.5072463768115941,0.49870708581553486
0.6231884057971014,0.3333333333333333,0.48866056268536456
0.927536231884058,0.463768115942029,0.4895875533215599
0.18840579710144925,0.18840579710144925,0.7096813291978822
0.5507246376811594,0.753623188405797,0.6616005290604857
0.24637681159420288,0.7826086956521738,0.2766244168586189
0.3333333333333333,0.7826086956521738,0.406593733624225
0.927536231884058,0.9420289855072465,0.6673472011251254
0.31884057971014496,0.36231884057971014,0.556755335106534
0.21739130434782608,0.8695652173913043,0.19189199927480413
0.5217391304347826,0.6956521739130435,0.6413515669448283
0.5652173913043478,0.8550724637681159,0.7134758880473899
0.6521739130434783,0.5362318840579711,0.49352320216993856
0.3043478260869565,0.2318840579710145,0.6476078297817554
0.11594202898550725,0.0,0.5519028329885297
